"SAM,C,5","PRJ_CD,C,12","SPC,C,3","FLEN,C,4","TLEN,C,4","RWT,C,7","SEX,C,1","MAT,C,1","AGE,C,3"
00001,23D_IA00_ANJ,131,598,637,1444.5,1,2,3
00001,23D_IA00_ANJ,131,468,502,659.0,1,2,2
00003,23D_IA00_ANJ,131,354,380,311.1,1,2,1
00003,23D_IA00_ANJ,131,475,509,744.1,1,2,2
00003,23D_IA00_ANJ,131,585,625,1450.2,2,2,3
00005,23D_IA00_ANJ,131,480,514,762.9,1,2,2
00005,23D_IA00_ANJ,131,541,579,1203.3,1,2,2
00007,23D_IA00_ANJ,131,669,713,2250,2,2,5
00007,23D_IA00_ANJ,131,525,558,1010.7,2,2,2
00007,23D_IA00_ANJ,131,712,755,2950,2,2,6
00007,23D_IA00_ANJ,131,752,794,3050,2,2,7
00008,23D_IA00_ANJ,131,434,465,529.2,1,2,3
00010,23D_IA00_ANJ,131,718,758,2550,2,2,5
00013,23D_IA00_ANJ,131,985,1037,7100,2,2,10
00014,23D_IA00_ANJ,131,425,453,508.3,1,2,2
00014,23D_IA00_ANJ,131,785,830,3100,2,2,6
00016,23D_IA00_ANJ,131,498,532,860.8,2,2,2
00017,23D_IA00_ANJ,131,535,570,1130.1,1,2,3
00018,23D_IA00_ANJ,131,621,662,1550,2,2,4
00018,23D_IA00_ANJ,131,559,594,1328.5,1,2,2
00018,23D_IA00_ANJ,131,679,720,1954.8,1,2,5
00001,10D_IA00_BAR,131,310,331,200,1,1,2
00001,10D_IA00_BAR,131,368,394,380,9,9,3
00001,10D_IA00_BAR,131,382,409,400,9,9,1
00001,10D_IA00_BAR,131,507,545,1025,1,2,4
00001,10D_IA00_BAR,131,549,581,900,2,2,5
00001,10D_IA00_BAR,131,470,504,660,2,2,3
00001,10D_IA00_BAR,131,904,945,7000,9,9,11
00002,10D_IA00_BAR,131,460,492,660,9,9,2
00002,10D_IA00_BAR,131,425,449,540,2,2,3
00002,10D_IA00_BAR,131,400,427,420,9,9,2
00002,10D_IA00_BAR,131,470,503,680,9,9,3
00002,10D_IA00_BAR,131,520,540,1000,9,9,4
00003,10D_IA00_BAR,131,440,473,600,9,9,2
00003,10D_IA00_BAR,131,470,504,560,1,2,4
00003,10D_IA00_BAR,131,430,464,600,1,2,2
00003,10D_IA00_BAR,131,415,446,520,1,2,4
00003,10D_IA00_BAR,131,465,500,660,9,9,3
00003,10D_IA00_BAR,131,425,456,620,1,2,2
00004,10D_IA00_BAR,131,612,652,1025,2,2,6
00002,12D_IA00_BEA,131,914,965,5200,,,13
00002,12D_IA00_BEA,131,630,662,1950,2,2,6
00003,12D_IA00_BEA,131,302,324,195,1,1,1
00003,12D_IA00_BEA,131,708,750,2900,1,2,8
00003,12D_IA00_BEA,131,418,452,480,1,2,3
00004,12D_IA00_BEA,131,592,630,1500,1,2,5
00005,12D_IA00_BEA,131,400,432,395,1,2,3
00005,12D_IA00_BEA,131,422,472,535,2,2,2
00006,12D_IA00_BEA,131,395,425,400,1,2,2
00007,12D_IA00_BEA,131,445,494,440,2,2,2
00007,12D_IA00_BEA,131,817,868,3800,2,2,7
00008,12D_IA00_BEA,131,170,178,,2,2,3
00001,10D_IA00_BEA,131,546,581,1050,2,2,2
00001,10D_IA00_BEA,131,545,586,1200,1,2,3
00001,10D_IA00_BEA,131,540,578,975,2,1,2
00001,10D_IA00_BEA,131,640,681,2350,1,2,7
00002,10D_IA00_BEA,131,355,377,300,2,1,1
00002,10D_IA00_BEA,131,382,405,350,2,1,1
00003,10D_IA00_BEA,131,427,456,500,2,1,1
00003,10D_IA00_BEA,131,470,506,680,2,1,2
00003,10D_IA00_BEA,131,600,643,1600,2,2,3
00006,10D_IA00_BEA,131,632,673,2025,1,2,3
00003,45D_IA00_BIG,131,676,715,2400,2,2,4
00003,45D_IA00_BIG,131,685,730,2100,2,2,7
00003,45D_IA00_BIG,131,485,520,686.1,2,2,3
00003,45D_IA00_BIG,131,370,400,343.5,1,2,1
00003,45D_IA00_BIG,131,300,325,174.2,1,2,1
00007,45D_IA00_BIG,131,895,944,6400,2,2,7
00007,45D_IA00_BIG,131,685,724,2350,2,2,4
00007,45D_IA00_BIG,131,940,987,6600,2,2,10
00007,45D_IA00_BIG,131,468,500,749.0,1,2,3
00007,45D_IA00_BIG,131,316,340,193.3,1,2,1
00011,45D_IA00_BIG,131,681,727,2140,2,1,3
00021,21D_IA00_BIS,131,504,520,850,1,2,3
00021,21D_IA00_BIS,131,429,455,575,1,2,2
00021,21D_IA00_BIS,131,430,455,575,2,2,2
00021,21D_IA00_BIS,131,415,440,500,2,2,1
00021,21D_IA00_BIS,131,362,389,375,1,2,1
00021,21D_IA00_BIS,131,490,520,825,2,2,2
00021,21D_IA00_BIS,131,460,484,650,1,2,2
00021,21D_IA00_BIS,131,360,381,350,2,2,1
00022,21D_IA00_BIS,131,399,426,380,2,2,2
00023,21D_IA00_BIS,131,425,453,,1,2,3
00024,21D_IA00_BIS,131,530,562,1100,2,2,3
00025,21D_IA00_BIS,131,666,701,1900,2,2,6
00025,21D_IA00_BIS,131,469,499,680,2,2,3
00029,21D_IA00_BIS,131,521,550,1000,1,2,4
00030,21D_IA00_BIS,131,515,545,1000,1,2,4
00030,21D_IA00_BIS,131,500,531,900,2,2,3
00030,21D_IA00_BIS,131,272,283,170,1,1,0
00030,21D_IA00_BIS,131,545,576,1250,1,2,4
00031,21D_IA00_BIS,131,544,575,1280,2,2,4
00031,21D_IA00_BIS,131,438,464,560,2,2,1
00034,21D_IA00_BIS,131,450,470,750,1,2,2
00034,21D_IA00_BIS,131,455,490,800,1,2,2
00034,21D_IA00_BIS,131,468,500,950,1,2,2
00034,21D_IA00_BIS,131,454,485,800,1,2,2
00035,21D_IA00_BIS,131,428,455,555,1,2,2
00035,21D_IA00_BIS,131,483,510,700,1,2,3
00035,21D_IA00_BIS,131,227,241,89,1,1,0
00036,21D_IA00_BIS,131,510,540,1100,1,2,2
00036,21D_IA00_BIS,131,570,603,1550,2,2,4
00036,21D_IA00_BIS,131,608,636,1500,2,2,4
00037,21D_IA00_BIS,131,600,630,1700,2,2,4
00037,21D_IA00_BIS,131,520,553,1250,1,2,5
00037,21D_IA00_BIS,131,515,546,875,2,2,2
R-2,21D_IA00_BIS,131,510,544,950,2,2,2
R-2,21D_IA00_BIS,131,477,495,800,1,2,3
R-3,21D_IA00_BIS,131,594,625,1995,2,2,4
00001,10D_IA00_BOF,131,829,869,4800,2,2,4
00002,10D_IA00_BOF,131,550,584,1300,2,2,1
00003,10D_IA00_BOF,131,594,632,1800,1,2,4
00004,10D_IA00_BOF,131,686,724,2400,1,2,7
00005,10D_IA00_BOF,131,220,236,80,9,9,0
00005,10D_IA00_BOF,131,576,619,1475,2,2,2
00005,10D_IA00_BOF,131,576,616,1475,1,2,3
00005,10D_IA00_BOF,131,845,890,5800,2,2,6
00005,10D_IA00_BOF,131,715,754,3500,2,2,3
00006,10D_IA00_BOF,131,234,247,120,1,1,0
00006,10D_IA00_BOF,131,278,296,180,1,1,0
00006,10D_IA00_BOF,131,673,714,2625,1,2,6
00006,10D_IA00_BOF,131,296,314,200,9,1,0
00006,10D_IA00_BOF,131,676,715,2700,1,2,5
00006,10D_IA00_BOF,131,632,669,1950,1,2,4
00006,10D_IA00_BOF,131,500,534,950,2,2,2
00006,10D_IA00_BOF,131,592,631,1750,1,2,4
00006,10D_IA00_BOF,131,635,675,2125,1,2,5
00006,10D_IA00_BOF,131,574,612,1525,1,2,3
00006,10D_IA00_BOF,131,676,715,3000,1,2,5
00007,10D_IA00_BOF,131,434,462,580,2,2,1
00007,10D_IA00_BOF,131,594,631,1925,1,2,3
00007,10D_IA00_BOF,131,590,625,1725,1,2,3
00007,10D_IA00_BOF,131,738,783,3100,2,2,4
00008,10D_IA00_BOF,131,634,667,2525,1,2,4
00008,10D_IA00_BOF,131,763,806,3800,2,2,3
00008,10D_IA00_BOF,131,801,846,4700,2,2,4
00001,10D_IA00_BRA,131,549,588,1200,1,2,4
00002,10D_IA00_BRA,131,526,564,1050,,,4
00002,10D_IA00_BRA,131,495,530,860,,,4
00002,10D_IA00_BRA,131,580,619,1400,2,2,4
00002,10D_IA00_BRA,131,539,575,1175,1,2,4
00002,10D_IA00_BRA,131,525,565,925,,,3
00002,10D_IA00_BRA,131,545,583,1075,1,2,4
00003,10D_IA00_BRA,131,477,511,840,,,3
00003,10D_IA00_BRA,131,190,203,60,,,0
00003,10D_IA00_BRA,131,420,450,520,,,3
00003,10D_IA00_BRA,131,520,552,1050,1,2,4
00003,10D_IA00_BRA,131,631,670,1600,2,2,5
00004,10D_IA00_BRA,131,494,525,770,,,3
00004,10D_IA00_BRA,131,557,595,,,,5
00004,18D_IA00_BRE,131,507,545,875,1,2,5
00004,18D_IA00_BRE,131,535,573,1150,2,2,3
00004,18D_IA00_BRE,131,491,521,725,1,2,3
00007,18D_IA00_BRE,131,551,586,1225,1,2,4
00007,18D_IA00_BRE,131,567,607,1125,1,2,4
00007,18D_IA00_BRE,131,505,534,825,2,2,2
00007,18D_IA00_BRE,131,317,340,200,1,9,1
00007,18D_IA00_BRE,131,312,334,175,1,9,1
00008,18D_IA00_BRE,131,650,684,1800,2,2,6
00009,18D_IA00_BRE,131,630,667,1625,2,2,4
00010,18D_IA00_BRE,131,502,536,825,2,2,2
00011,18D_IA00_BRE,131,580,615,1225,2,2,4
00011,18D_IA00_BRE,131,538,570,1000,1,2,4
00011,18D_IA00_BRE,131,715,753,2800,2,2,8
00012,18D_IA00_BRE,131,526,561,1100,1,2,4
00012,18D_IA00_BRE,131,535,572,1150,1,2,4
00015,18D_IA00_BRE,131,728,771,2750,2,2,6
00015,18D_IA00_BRE,131,686,722,2300,2,2,5
00015,18D_IA00_BRE,131,508,541,900,2,2,4
00015,18D_IA00_BRE,131,544,575,1100,1,2,4
00016,18D_IA00_BRE,131,725,773,2800,2,2,6
00016,18D_IA00_BRE,131,645,680,1575,1,2,5
00017,18D_IA00_BRE,131,528,558,1025,1,2,5
00017,18D_IA00_BRE,131,677,719,2725,2,2,5
00018,18D_IA00_BRE,131,788,831,3400,2,2,8
00018,18D_IA00_BRE,131,1005,1018,9025,2,1,15
00019,18D_IA00_BRE,131,515,549,880,2,2,4
00019,18D_IA00_BRE,131,645,695,1880,2,2,6
00019,18D_IA00_BRE,131,794,842,3800,2,2,8
00020,18D_IA00_BRE,131,454,486,620,1,2,3
00020,18D_IA00_BRE,131,546,584,1020,,,4
00020,18D_IA00_BRE,131,596,634,1400,,,5
00020,18D_IA00_BRE,131,254,310,230,,,5
00021,18D_IA00_BRE,131,525,564,970,1,2,5
00021,18D_IA00_BRE,131,482,519,780,2,2,4
00022,18D_IA00_BRE,131,577,615,1250,1,2,5
00022,18D_IA00_BRE,131,724,766,2450,1,2,6
00023,18D_IA00_BRE,131,665,707,2060,2,2,6
00024,18D_IA00_BRE,131,828,879,4500,2,2,7
00024,18D_IA00_BRE,131,715,761,2475,2,2,7
00024,18D_IA00_BRE,131,833,880,4350,1,2,7
00024,18D_IA00_BRE,131,855,905,4450,2,2,8
00024,18D_IA00_BRE,131,749,803,3500,2,2,7
00001,10D_IA00_BRR,131,701,745,2800,1,2,7
00002,10D_IA00_BRR,131,297,317,165,9,1,1
00002,10D_IA00_BRR,131,524,561,1000,2,2,1
00003,10D_IA00_BRR,131,516,552,925,2,2,1
00001,22D_IA00_BUR,131,378,400,330,1,2,3
00001,22D_IA00_BUR,131,360,381,260,2,1,2
00002,22D_IA00_BUR,131,749,768,2800,2,2,12
00003,22D_IA00_BUR,131,661,708,2000,2,2,6
00003,22D_IA00_BUR,131,369,388,270,1,2,2
00004,22D_IA00_BUR,131,354,379,255,2,1,2
00004,22D_IA00_BUR,131,854,914,6300,2,2,11
00005,22D_IA00_BUR,131,755,799,2900,2,2,8
00005,22D_IA00_BUR,131,382,398,300,2,2,2
00005,22D_IA00_BUR,131,402,430,370,1,2,3
00005,22D_IA00_BUR,131,150,162,20,9,1,0
00006,22D_IA00_BUR,131,498,525,800,2,2,5
00007,22D_IA00_BUR,131,258,276,110,1,2,2
00008,22D_IA00_BUR,131,434,464,430,1,2,3
00008,22D_IA00_BUR,131,850,896,4100,2,2,11
00008,22D_IA00_BUR,131,1010,1067,8550,2,2,12
00010,22D_IA00_BUR,131,374,402,360,1,2,2
00010,22D_IA00_BUR,131,492,522,750,2,2,5
00011,22D_IA00_BUR,131,543,577,900,1,2,5
00012,22D_IA00_BUR,131,352,377,310,2,2,2
00012,22D_IA00_BUR,131,325,348,230,1,2,2
00012,22D_IA00_BUR,131,325,348,252,1,2,2
00012,22D_IA00_BUR,131,805,847,3600,2,2,10
00001,17D_IA00_BUR,131,653,692,2100,2,2,7
00001,17D_IA00_BUR,131,721,766,2500,2,2,6
00001,17D_IA00_BUR,131,594,632,1400,2,2,4
00001,17D_IA00_BUR,131,423,451,525,2,1,2
00001,17D_IA00_BUR,131,430,457,500,2,1,2
00001,17D_IA00_BUR,131,439,468,515,2,1,3
00001,17D_IA00_BUR,131,335,350,245,1,1,2
00001,17D_IA00_BUR,131,681,720,2120,2,2,6
00001,17D_IA00_BUR,131,664,706,1850,2,2,5
00001,17D_IA00_BUR,131,551,585,1400,2,2,4
00002,17D_IA00_BUR,131,728,765,2800,2,2,5
00002,17D_IA00_BUR,131,702,745,3100,2,2,6
00002,17D_IA00_BUR,131,545,580,1075,1,2,4
00002,17D_IA00_BUR,131,545,575,925,2,1,5
00002,17D_IA00_BUR,131,586,618,1375,2,1,6
00002,17D_IA00_BUR,131,691,733,2450,2,2,7
00002,17D_IA00_BUR,131,721,761,3000,2,2,8
00002,17D_IA00_BUR,131,555,596,1080,2,1,3
00002,17D_IA00_BUR,131,362,389,300,1,1,2
00002,17D_IA00_BUR,131,416,456,450,1,1,2
00002,17D_IA00_BUR,131,466,495,660,1,1,2
00002,17D_IA00_BUR,131,277,295,130,1,1,1
00002,17D_IA00_BUR,131,460,492,660,1,1,4
00002,17D_IA00_BUR,131,406,436,450,1,2,3
00002,17D_IA00_BUR,131,751,791,3200,1,2,9
00003,17D_IA00_BUR,131,511,540,860,2,2,3
00003,17D_IA00_BUR,131,616,655,1700,2,2,5
00003,17D_IA00_BUR,131,425,456,480,2,2,2
00003,17D_IA00_BUR,131,485,517,800,1,2,3
00003,17D_IA00_BUR,131,525,560,1000,2,2,5
00003,17D_IA00_BUR,131,590,628,1420,1,2,5
00003,17D_IA00_BUR,131,482,517,800,1,2,3
00003,17D_IA00_BUR,131,578,614,1340,1,2,4
00003,17D_IA00_BUR,131,394,420,455,1,2,2
00004,17D_IA00_BUR,131,714,754,3450,2,2,6
00004,17D_IA00_BUR,131,565,598,1280,2,2,5
00004,17D_IA00_BUR,131,563,596,1240,1,2,5
00004,17D_IA00_BUR,131,790,790,3350,2,2,8
00004,17D_IA00_BUR,131,395,421,335,1,2,2
00005,17D_IA00_BUR,131,856,901,5100,2,2,9
00005,17D_IA00_BUR,131,770,810,3400,2,2,8
00005,17D_IA00_BUR,131,645,681,1800,2,1,5
00005,17D_IA00_BUR,131,376,402,355,2,2,2
00005,17D_IA00_BUR,131,278,297,135,1,1,1
00005,17D_IA00_BUR,131,600,641,1580,2,2,7
00005,17D_IA00_BUR,131,708,748,2500,2,2,6
00005,17D_IA00_BUR,131,722,764,2800,2,2,6
00006,17D_IA00_BUR,131,726,764,3050,2,2,7
00006,17D_IA00_BUR,131,783,819,3900,2,2,7
00006,17D_IA00_BUR,131,485,518,750,1,2,4
00006,17D_IA00_BUR,131,734,775,3250,2,2,7
00006,17D_IA00_BUR,131,709,745,2625,1,2,6
00006,17D_IA00_BUR,131,716,751,2225,2,2,6
00006,17D_IA00_BUR,131,405,430,400,2,2,2
00006,17D_IA00_BUR,131,356,379,300,1,2,2
00006,17D_IA00_BUR,131,376,400,350,2,1,2
00007,17D_IA00_BUR,131,742,774,3500,2,2,7
00007,17D_IA00_BUR,131,693,727,2225,2,2,6
00007,17D_IA00_BUR,131,679,708,2375,2,2,6
00007,17D_IA00_BUR,131,611,644,1975,1,2,7
00007,17D_IA00_BUR,131,541,575,1140,2,2,3
00007,17D_IA00_BUR,131,370,396,335,1,2,2
00007,17D_IA00_BUR,131,408,431,465,1,2,2
00008,17D_IA00_BUR,131,485,515,655,1,2,4
00008,17D_IA00_BUR,131,435,467,395,1,2,2
00008,17D_IA00_BUR,131,594,630,995,2,2,2
00008,17D_IA00_BUR,131,420,452,335,1,1,2
00009,17D_IA00_BUR,131,802,840,4300,2,2,9
00009,17D_IA00_BUR,131,854,891,4700,2,2,8
00009,17D_IA00_BUR,131,631,663,2150,1,2,6
00009,17D_IA00_BUR,131,638,676,1700,2,1,7
00009,17D_IA00_BUR,131,685,720,2360,1,2,7
00009,17D_IA00_BUR,131,386,412,420,1,2,2
00009,17D_IA00_BUR,131,398,420,425,1,2,2
00009,17D_IA00_BUR,131,707,740,2725,2,2,2
00009,17D_IA00_BUR,131,389,416,370,1,2,8
00009,17D_IA00_BUR,131,424,451,580,1,2,2
00009,17D_IA00_BUR,131,293,312,170,1,2,1
00009,17D_IA00_BUR,131,251,269,105,2,1,1
00010,17D_IA00_BUR,131,550,581,1240,1,2,6
00010,17D_IA00_BUR,131,565,600,1400,2,1,4
00010,17D_IA00_BUR,131,827,865,4800,2,2,7
00010,17D_IA00_BUR,131,537,570,960,1,2,5
00011,17D_IA00_BUR,131,715,755,2100,2,2,5
00011,17D_IA00_BUR,131,700,742,2700,2,2,6
00011,17D_IA00_BUR,131,552,587,950,2,2,4
00011,17D_IA00_BUR,131,560,594,1350,1,2,6
00011,17D_IA00_BUR,131,297,307,135,2,1,1
00011,17D_IA00_BUR,131,643,685,1850,2,2,6
00011,17D_IA00_BUR,131,589,628,1160,2,2,4
00011,17D_IA00_BUR,131,620,655,1600,2,2,5
00011,17D_IA00_BUR,131,425,450,460,1,2,2
00011,17D_IA00_BUR,131,439,472,540,2,2,4
00011,17D_IA00_BUR,131,460,491,700,1,2,3
00012,17D_IA00_BUR,131,665,701,1910,2,2,6
00012,17D_IA00_BUR,131,698,738,2480,2,2,6
00012,17D_IA00_BUR,131,338,358,235,2,1,1
00012,17D_IA00_BUR,131,598,635,1660,2,2,5
00012,17D_IA00_BUR,131,669,706,2050,2,2,5
00012,17D_IA00_BUR,131,868,915,5600,2,2,7
00012,17D_IA00_BUR,131,640,680,1810,2,1,5
00012,17D_IA00_BUR,131,480,510,760,2,2,3
00012,17D_IA00_BUR,131,410,440,450,1,2,2
00012,17D_IA00_BUR,131,830,862,4725,2,2,8
00012,17D_IA00_BUR,131,777,818,4125,2,2,5
00012,17D_IA00_BUR,131,647,680,1740,2,2,7
00013,17D_IA00_BUR,131,430,457,555,1,2,2
00013,17D_IA00_BUR,131,372,399,350,2,1,2
00013,17D_IA00_BUR,131,402,432,450,1,2,2
00013,17D_IA00_BUR,131,488,520,810,2,2,3
00013,17D_IA00_BUR,131,465,495,590,1,2,4
00013,17D_IA00_BUR,131,482,510,640,1,2,4
00013,17D_IA00_BUR,131,435,466,530,1,2,2
00013,17D_IA00_BUR,131,536,571,960,2,2,4
00013,17D_IA00_BUR,131,445,471,550,2,2,2
00014,17D_IA00_BUR,131,391,417,370,2,1,2
00014,17D_IA00_BUR,131,419,449,500,2,2,2
00014,17D_IA00_BUR,131,420,448,500,1,2,2
00014,17D_IA00_BUR,131,472,504,710,2,2,2
00014,17D_IA00_BUR,131,636,670,1840,2,2,5
00014,17D_IA00_BUR,131,659,699,1590,2,1,7
00014,17D_IA00_BUR,131,492,521,780,2,2,3
00014,17D_IA00_BUR,131,487,516,710,1,2,4
00014,17D_IA00_BUR,131,527,560,915,1,2,4
00014,17D_IA00_BUR,131,523,555,1020,1,2,4
00014,17D_IA00_BUR,131,729,761,3850,2,2,8
00014,17D_IA00_BUR,131,941,985,6500,2,2,10
00014,17D_IA00_BUR,131,928,974,6600,2,2,10
00015,17D_IA00_BUR,131,416,443,475,2,1,2
00015,17D_IA00_BUR,131,422,466,510,2,2,2
00015,17D_IA00_BUR,131,469,499,745,2,2,2
00015,17D_IA00_BUR,131,547,588,1120,2,2,4
00015,17D_IA00_BUR,131,535,569,1160,2,2,4
00015,17D_IA00_BUR,131,574,609,1400,1,2,7
00015,17D_IA00_BUR,131,553,570,1150,2,2,4
00015,17D_IA00_BUR,131,682,720,2220,2,2,5
00001,10D_IA00_CHI,131,374,398,340,1,1,1
00001,10D_IA00_CHI,131,747,789,3500,9,9,8
00001,10D_IA00_CHI,131,965,1050,6500,2,2,10
00001,10D_IA00_CHI,131,788,831,4400,2,2,8
00002,10D_IA00_CHI,131,850,896,5000,9,9,8
00003,10D_IA00_CHI,131,394,420,360,2,1,2
00003,10D_IA00_CHI,131,614,656,1500,1,2,4
00004,10D_IA00_CHI,131,352,376,280,2,1,1
00004,10D_IA00_CHI,131,704,744,2400,2,2,6
00004,10D_IA00_CHI,131,530,564,1300,9,9,2
00001,22D_IA00_CRA,131,1114,1146,9500,2,2,17
00001,22D_IA00_CRA,131,422,451,460,1,2,4
00001,22D_IA00_CRA,131,502,536,780,2,1,5
00002,22D_IA00_CRA,131,283,304,150,2,1,1
00003,22D_IA00_CRA,131,460,494,700,1,2,5
00004,22D_IA00_CRA,131,783,822,3500,2,2,12
00004,22D_IA00_CRA,131,801,844,4200,2,2,11
00004,22D_IA00_CRA,131,608,643,1400,2,2,7
00004,22D_IA00_CRA,131,473,502,530,2,2,3
00005,22D_IA00_CRA,131,545,575,1060,1,1,6
00005,22D_IA00_CRA,131,514,547,720,2,2,5
00005,22D_IA00_CRA,131,498,531,700,2,2,5
00006,22D_IA00_CRA,131,530,564,1020,1,2,6
00007,22D_IA00_CRA,131,765,810,3500,1,2,12
00008,22D_IA00_CRA,131,666,712,1750,2,2,10
00008,22D_IA00_CRA,131,406,434,410,2,2,2
00008,22D_IA00_CRA,131,432,462,450,2,2,4
00010,22D_IA00_CRA,131,458,488,560,1,2,4
00010,22D_IA00_CRA,131,466,500,700,2,2,4
00012,22D_IA00_CRA,131,408,438,365,2,2,3
00012,22D_IA00_CRA,131,544,576,870,2,2,6
00001,10D_IA00_DAR,131,385,410,400,1,2,2
00001,10D_IA00_DAR,131,504,539,740,1,2,4
00002,10D_IA00_DAR,131,413,441,520,1,2,2
00002,10D_IA00_DAR,131,384,409,380,2,2,0
00002,10D_IA00_DAR,131,488,519,740,,,4
00002,10D_IA00_DAR,131,406,434,480,1,2,3
00003,10D_IA00_DAR,131,450,478,640,1,2,2
00003,10D_IA00_DAR,131,451,480,660,1,2,2
00003,10D_IA00_DAR,131,453,484,580,2,2,3
00003,10D_IA00_DAR,131,439,473,600,1,2,2
00003,10D_IA00_DAR,131,440,470,600,1,2,3
00004,10D_IA00_DAR,131,453,486,625,,,2
00004,10D_IA00_DAR,131,544,584,1000,1,2,5
00004,10D_IA00_DAR,131,415,445,420,2,2,2
00004,10D_IA00_DAR,131,461,490,660,2,2,3
00004,10D_IA00_DAR,131,409,435,540,1,2,2
00004,10D_IA00_DAR,131,863,907,4700,2,2,10
00001,27D_IA00_DES,131,455,485,699.1,2,2,2
00001,27D_IA00_DES,131,460,490,641.3,1,2,2
00001,27D_IA00_DES,131,330,354,200.5,1,2,1
00002,27D_IA00_DES,131,448,476,575.9,2,2,2
00002,27D_IA00_DES,131,345,369,212.2,1,1,1
00002,27D_IA00_DES,131,480,510,680.5,2,2,3
00002,27D_IA00_DES,131,493,524,884.9,2,2,2
00004,27D_IA00_DES,131,496,533,809.8,2,2,2
00004,27D_IA00_DES,131,454,486,578.3,1,2,2
00005,27D_IA00_DES,131,444,470,577.7,1,2,2
00006,27D_IA00_DES,131,570,602,1406.8,2,2,4
00007,27D_IA00_DES,131,457,488,672.6,1,2,2
00007,27D_IA00_DES,131,440,467,595.3,2,2,2
00007,27D_IA00_DES,131,351,375,283.2,1,2,1
00007,27D_IA00_DES,131,354,379,319.3,1,2,1
00008,27D_IA00_DES,131,380,406,364.4,1,2,1
00008,27D_IA00_DES,131,369,396,311.1,2,1,1
00008,27D_IA00_DES,131,370,397,324.6,2,2,1
00009,27D_IA00_DES,131,413,441,417.6,1,2,3
00009,27D_IA00_DES,131,475,507,710.2,1,2,4
00010,27D_IA00_DES,131,418,445,487.0,2,2,1
00010,27D_IA00_DES,131,498,530,1008.1,1,2,2
00010,27D_IA00_DES,131,455,486,625.2,1,2,3
00010,27D_IA00_DES,131,416,445,504.7,1,2,2
00010,27D_IA00_DES,131,482,513,791.7,1,2,2
00011,27D_IA00_DES,131,524,555,952.1,1,2,3
00011,27D_IA00_DES,131,448,473,556.7,2,2,2
00012,27D_IA00_DES,131,500,529,953.2,1,2,8
00012,27D_IA00_DES,131,471,500,519.9,2,1,2
00013,27D_IA00_DES,131,530,564,1057.9,2,2,4
00013,27D_IA00_DES,131,456,482,640.7,1,2,2
00013,27D_IA00_DES,131,533,567,1057.2,1,2,4
00001,10D_IA00_DES,131,506,542,920,2,2,3
00003,10D_IA00_DES,131,490,525,800,2,2,3
00003,10D_IA00_DES,131,480,505,700,1,2,4
00004,10D_IA00_DES,131,526,563,1200,,,4
00005,10D_IA00_DES,131,295,316,180,1,2,1
00005,10D_IA00_DES,131,498,529,820,2,2,6
00005,10D_IA00_DES,131,520,551,900,2,2,4
00005,10D_IA00_DES,131,770,812,3300,2,2,7
00006,10D_IA00_DES,131,961,1000,8800,2,2,12
00007,10D_IA00_DES,131,384,415,400,2,2,1
00007,10D_IA00_DES,131,445,473,550,1,2,3
00007,10D_IA00_DES,131,266,286,110,9,1,1
00007,10D_IA00_DES,131,356,377,300,1,2,2
00007,10D_IA00_DES,131,346,373,260,2,2,1
00007,10D_IA00_DES,131,340,363,240,1,2,1
00007,10D_IA00_DES,131,702,759,2875,,,7
00007,10D_IA00_DES,131,430,460,580,1,2,2
00007,10D_IA00_DES,131,505,540,740,2,2,3
00007,10D_IA00_DES,131,510,538,1075,2,2,4
00007,10D_IA00_DES,131,765,810,3200,2,2,11
00007,10D_IA00_DES,131,548,581,1025,2,2,4
00007,10D_IA00_DES,131,922,981,7800,2,2,9
00007,10D_IA00_DES,131,946,1000,7200,2,2,8
00008,10D_IA00_DES,131,530,565,1000,2,2,3
00008,10D_IA00_DES,131,508,539,840,2,2,3
00006,10D_IA00_DIM,131,563,599,1225,2,2,3
00002,10D_IA00_DRU,131,488,521,830,1,2,2
00002,10D_IA00_DRU,131,264,287,,1,1,1
00002,10D_IA00_DRU,131,412,441,480,2,1,1
00002,10D_IA00_DRU,131,528,561,830,2,2,4
00003,10D_IA00_DRU,131,327,350,250,2,1,1
00003,10D_IA00_DRU,131,388,413,360,2,1,1
00003,10D_IA00_DRU,131,498,536,875,1,1,4
00001,11D_IA00_EAG,131,240,268,100,1,1,1
00001,11D_IA00_EAG,131,268,287,120,1,1,1
00001,11D_IA00_EAG,131,242,258,100,1,1,1
00001,11D_IA00_EAG,131,324,344,200,9,9,3
00001,11D_IA00_EAG,131,400,428,360,2,2,2
00001,11D_IA00_EAG,131,341,365,240,1,2,2
00001,11D_IA00_EAG,131,648,693,1860,2,2,5
00001,11D_IA00_EAG,131,725,767,2580,2,2,7
00001,11D_IA00_EAG,131,742,782,3450,2,2,12
00002,11D_IA00_EAG,131,635,668,1800,1,2,6
00003,11D_IA00_EAG,131,831,872,4500,2,2,11
00004,11D_IA00_EAG,131,602,646,1675,1,2,4
00004,11D_IA00_EAG,131,655,695,2400,1,2,6
00005,11D_IA00_EAG,131,575,610,1200,2,2,5
00005,11D_IA00_EAG,131,585,627,1425,2,2,5
00008,11D_IA00_EAG,131,563,600,1051,2,2,4
00008,11D_IA00_EAG,131,458,484,678,1,2,2
00008,11D_IA00_EAG,131,590,628,1641,2,2,4
