"SAM,C,5","PRJ_CD,C,12","SPC,C,3","FLEN,C,4","TLEN,C,4","RWT,C,7","SEX,C,1","MAT,C,1","AGE,C,3"
00046,LWA_IA00_SAB,131,641,678,1850,1,2,5
00046,LWA_IA00_SAB,131,684,723,2525,2,2,6
00046,LWA_IA00_SAB,131,766,804,3100,2,2,6
00046,LWA_IA00_SAB,131,714,750,2400,2,2,7
00046,LWA_IA00_SAB,131,711,748,2675,2,2,5
00047,LWA_IA00_SAB,131,817,864,4850,2,2,7
00048,LWA_IA00_SAB,131,678,722,2600,2,2,4
00049,LWA_IA00_SAB,131,777,820,3850,2,2,7
00049,LWA_IA00_SAB,131,743,790,3200,2,2,5
00002,LWA_IA00_SAB,131,797,842,4125,2,2,5
00004,LWA_IA00_SAB,131,536,573,1100,1,2,3
00004,LWA_IA00_SAB,131,712,752,2825,2,2,6
00004,LWA_IA00_SAB,131,694,739,3050,2,2,5
00005,LWA_IA00_SAB,131,565,599,1450,2,2,3
00005,LWA_IA00_SAB,131,593,630,1550,1,2,4
00006,LWA_IA00_SAB,131,464,495,702,2,2,2
00008,LWA_IA00_SAB,131,618,716,2450,2,2,5
00010,LWA_IA00_SAB,131,579,613,1500,2,2,3
00010,LWA_IA00_SAB,131,567,607,1400,2,2,3
00010,LWA_IA00_SAB,131,603,631,1600,2,2,4
00010,LWA_IA00_SAB,131,645,683,2200,2,2,4
00010,LWA_IA00_SAB,131,792,832,3950,2,2,6
00010,LWA_IA00_SAB,131,786,831,3900,2,2,5
00011,LWA_IA00_SAB,131,540,571,1124,1,2,4
00013,LWA_IA00_SAB,131,729,764,3200,2,2,6
00013,LWA_IA00_SAB,131,580,615,1500,1,2,4
00013,LWA_IA00_SAB,131,586,622,1600,1,2,4
00013,LWA_IA00_SAB,131,602,642,1900,1,2,3
00015,LWA_IA00_SAB,131,698,739,2600,2,2,4
00017,LWA_IA00_SAB,131,463,499,800,2,2,1
00017,LWA_IA00_SAB,131,443,474,638,1,2,2
00017,LWA_IA00_SAB,131,534,566,1100,2,2,2
00017,LWA_IA00_SAB,131,720,765,3000,2,2,6
00018,LWA_IA00_SAB,131,503,533,852,1,2,4
00018,LWA_IA00_SAB,131,540,572,1050,1,2,3
00019,LWA_IA00_SAB,131,542,570,1046,2,2,5
00019,LWA_IA00_SAB,131,791,836,3425,2,2,6
00019,LWA_IA00_SAB,131,505,544,970,2,2,2
00019,LWA_IA00_SAB,131,540,576,1098,2,2,2
00019,LWA_IA00_SAB,131,582,615,1510,1,2,4
00029,LWA_IA00_SAB,131,753,797,3500,2,2,5
00029,LWA_IA00_SAB,131,775,815,3700,2,2,6
00030,LWA_IA00_SAB,131,823,876,3700,2,2,6
00031,LWA_IA00_SAB,131,574,612,1360,2,2,3
00031,LWA_IA00_SAB,131,542,578,1286,2,1,3
00031,LWA_IA00_SAB,131,835,872,3850,2,2,7
00032,LWA_IA00_SAB,131,720,764,3400,1,2,7
00032,LWA_IA00_SAB,131,615,654,1500,2,2,4
00032,LWA_IA00_SAB,131,632,671,2000,2,2,4
00032,LWA_IA00_SAB,131,672,699,2200,1,2,5
00032,LWA_IA00_SAB,131,940,980,6350,2,2,9
00032,LWA_IA00_SAB,131,783,825,4000,2,2,6
00039,LWA_IA00_SAB,131,595,628,1525,1,2,5
00039,LWA_IA00_SAB,131,814,861,4075,2,2,6
00041,LWA_IA00_SAB,131,705,750,2550,2,2,4
00041,LWA_IA00_SAB,131,554,590,1160,1,2,3
00042,LWA_IA00_SAB,131,598,635,1700,2,2,2
00042,LWA_IA00_SAB,131,705,750,2650,2,2,4
00042,LWA_IA00_SAB,131,785,830,4100,2,2,5
00043,LWA_IA00_SAB,131,638,672,1925,1,2,4
00043,LWA_IA00_SAB,131,818,858,3750,2,2,7
00044,LWA_IA00_SAB,131,610,649,1900,1,2,4
00045,LWA_IA00_SAB,131,776,818,4000,2,2,7
00046,LWA_IA00_SAB,131,708,758,2600,1,2,5
00046,LWA_IA00_SAB,131,655,690,1850,1,2,4
00046,LWA_IA00_SAB,131,641,678,1850,1,2,5
00046,LWA_IA00_SAB,131,684,723,2525,2,2,6
00046,LWA_IA00_SAB,131,766,804,3100,2,2,6
00046,LWA_IA00_SAB,131,714,750,2400,2,2,7
00046,LWA_IA00_SAB,131,711,748,2675,2,2,5
00047,LWA_IA00_SAB,131,817,864,4850,2,2,7
00048,LWA_IA00_SAB,131,678,722,2600,2,2,4
00049,LWA_IA00_SAB,131,777,820,3850,2,2,7
00049,LWA_IA00_SAB,131,743,790,3200,2,2,5
00001,12D_IA00_SAN,131,575,611,1380,2,2,3
00001,12D_IA00_SAN,131,598,641,1450,1,1,3
00002,12D_IA00_SAN,131,628,668,2180,1,2,4
00002,12D_IA00_SAN,131,462,497,700,1,2,2
00003,12D_IA00_SAN,131,540,575,1180,1,2,3
00003,12D_IA00_SAN,131,671,714,2260,2,2,4
00004,12D_IA00_SAN,131,822,863,4450,2,2,6
00004,12D_IA00_SAN,131,625,660,1760,1,2,4
00004,12D_IA00_SAN,131,757,805,3520,2,2,4
00005,12D_IA00_SAN,131,464,521,790,2,2,2
00005,12D_IA00_SAN,131,459,493,790,1,2,2
00006,12D_IA00_SAN,131,455,485,550,1,2,2
00006,12D_IA00_SAN,131,583,625,1550,1,2,3
00006,12D_IA00_SAN,131,680,716,1960,2,2,4
00007,12D_IA00_SAN,131,523,557,970,1,2,3
00007,12D_IA00_SAN,131,633,675,1690,2,2,4
00007,12D_IA00_SAN,131,564,598,1300,1,2,5
00009,12D_IA00_SAN,131,671,724,2260,2,2,4
00010,12D_IA00_SAN,131,650,691,2030,1,2,7
00010,12D_IA00_SAN,131,735,778,2720,2,2,4
00013,12D_IA00_SAN,131,517,553,970,1,2,4
00013,12D_IA00_SAN,131,523,556,1040,1,2,3
00013,12D_IA00_SAN,131,512,542,1020,2,2,3
00013,12D_IA00_SAN,131,507,545,870,2,2,2
00013,12D_IA00_SAN,131,509,545,1000,2,2,2
00013,12D_IA00_SAN,131,500,533,940,1,2,2
00013,12D_IA00_SAN,131,942,985,6730,2,2,7
00013,12D_IA00_SAN,131,826,860,3760,2,2,7
00014,12D_IA00_SAN,131,1003,1052,9220,2,2,10
00015,12D_IA00_SAN,131,626,648,1720,2,2,2
00017,12D_IA00_SAN,131,750,796,3100,2,2,6
00017,12D_IA00_SAN,131,586,617,1400,1,2,5
00018,12D_IA00_SAN,131,509,540,1070,1,2,2
00018,12D_IA00_SAN,131,452,490,640,2,2,2
00018,12D_IA00_SAN,131,758,806,3350,2,2,6
00018,12D_IA00_SAN,131,720,765,2510,2,2,3
00019,12D_IA00_SAN,131,621,647,1820,2,2,6
00020,12D_IA00_SAN,131,635,673,1720,2,2,5
00006,10D_IA00_SAN,131,475,508,700,2,9,2
00002,10D_IA00_SAP,131,495,530,1150,1,2,4
00002,10D_IA00_SAP,131,550,582,1125,2,2,3
00003,10D_IA00_SAP,131,432,460,600,1,2,2
00003,10D_IA00_SAP,131,384,411,500,1,1,2
00003,10D_IA00_SAP,131,471,503,700,2,2,3
00003,10D_IA00_SAP,131,528,560,1175,2,2,2
00003,10D_IA00_SAP,131,495,530,1000,1,2,3
00003,10D_IA00_SAP,131,460,494,875,2,2,2
00003,10D_IA00_SAP,131,522,563,1100,1,2,3
00004,10D_IA00_SAP,131,483,515,720,2,2,2
00004,10D_IA00_SAP,131,406,432,440,2,2,1
00005,10D_IA00_SAP,131,460,487,640,2,2,2
00005,10D_IA00_SAP,131,510,537,800,1,2,2
00005,10D_IA00_SAP,131,560,594,1125,2,2,4
00005,10D_IA00_SAP,131,590,624,1600,1,2,4
00005,10D_IA00_SAP,131,848,889,5600,9,9,8
00005,10D_IA00_SAP,131,772,811,4400,2,2,6
00001,45D_IA00_SHA,131,674,714,2070.75,1,2,4
00001,45D_IA00_SHA,131,859,903,3953.77,2,2,7
00001,45D_IA00_SHA,131,781,828,3535.51,2,2,6
00003,45D_IA00_SHA,131,694,733,2149.12,2,2,6
00003,45D_IA00_SHA,131,767,805,2963.21,2,2,7
00003,45D_IA00_SHA,131,716,760,2674.18,2,2,4
00003,45D_IA00_SHA,131,544,583,973.02,1,2,3
00003,45D_IA00_SHA,131,625,664,1215.66,2,2,4
00003,45D_IA00_SHA,131,672,715,2279.30,2,2,3
00007,45D_IA00_SHA,131,574,624,1288.80,1,2,3
00011,45D_IA00_SHA,131,498,535,906.09,1,2,2
00011,45D_IA00_SHA,131,391,416,365.55,1,2,1
00011,45D_IA00_SHA,131,564,603,1201.66,1,2,3
00013,45D_IA00_SHA,131,534,571,1016.04,1,2,2
00013,45D_IA00_SHA,131,482,517,677.74,1,2,2
00013,45D_IA00_SHA,131,568,604,1254.57,1,2,3
10015,45D_IA00_SHA,131,448,475,620.3,2,2,1
10015,45D_IA00_SHA,131,374,400,387.1,1,2,1
10015,45D_IA00_SHA,131,520,559,938.4,1,2,2
10015,45D_IA00_SHA,131,412,442,461.4,2,2,2
10015,45D_IA00_SHA,131,454,484,582.7,2,2,1
10015,45D_IA00_SHA,131,425,453,533.8,1,2,1
10015,45D_IA00_SHA,131,951,1002,6500,2,2,7
10024,45D_IA00_SHA,131,500,535,815.0,1,2,2
10024,45D_IA00_SHA,131,611,651,1728.5,1,2,3
11025,45D_IA00_SHA,131,604,645,1543.0,2,2,3
11025,45D_IA00_SHA,131,650,674,1923.2,2,2,4
11025,45D_IA00_SHA,131,510,549,926.2,2,2,4
11025,45D_IA00_SHA,131,895,955,5500,2,2,7
12026,45D_IA00_SHA,131,609,651,1773.8,1,2,3
14028,45D_IA00_SHA,131,550,586,1209.2,1,2,3
14028,45D_IA00_SHA,131,549,586,1244.2,1,2,3
14028,45D_IA00_SHA,131,442,473,576.98,1,2,1
20016,45D_IA00_SHA,131,450,483,636.5,2,2,1
30017,45D_IA00_SHA,131,785,834,4200,2,2,4
40018,45D_IA00_SHA,131,618,658,1740.3,1,2,5
50019,45D_IA00_SHA,131,684,727,2700,2,2,4
60020,45D_IA00_SHA,131,798,843,3500,2,2,5
70021,45D_IA00_SHA,131,681,721,2600,2,2,4
70021,45D_IA00_SHA,131,431,462,552.2,2,2,1
70021,45D_IA00_SHA,131,831,880,5400,2,2,7
80022,45D_IA00_SHA,131,870,917,5000,2,2,8
90023,45D_IA00_SHA,131,467,492,717.5,1,2,2
90023,45D_IA00_SHA,131,415,442,485.89,2,2,1
00001,LWA_IA00_SHO,131,508,540,950,1,2,3
00001,LWA_IA00_SHO,131,590,626,1325,2,2,4
00001,LWA_IA00_SHO,131,580,617,1250,2,2,4
00001,LWA_IA00_SHO,131,586,621,1250,2,2,4
00001,LWA_IA00_SHO,131,523,555,925,1,2,3
00002,LWA_IA00_SHO,131,515,550,900,1,2,3
00002,LWA_IA00_SHO,131,550,588,1150,1,2,5
00002,LWA_IA00_SHO,131,484,515,750,1,1,2
00002,LWA_IA00_SHO,131,540,575,900,1,2,3
00002,LWA_IA00_SHO,131,514,549,1000,1,2,3
00002,LWA_IA00_SHO,131,551,584,1000,2,2,4
00002,LWA_IA00_SHO,131,475,504,750,1,2,3
00002,LWA_IA00_SHO,131,494,525,850,2,2,2
00002,LWA_IA00_SHO,131,552,582,1150,1,2,4
00002,LWA_IA00_SHO,131,557,595,1150,1,2,3
00002,LWA_IA00_SHO,131,498,528,750,1,2,4
00002,LWA_IA00_SHO,131,536,569,1000,1,2,4
00003,LWA_IA00_SHO,131,485,518,800,1,2,2
00003,LWA_IA00_SHO,131,578,618,1250,2,2,3
00003,LWA_IA00_SHO,131,502,536,925,1,2,4
00003,LWA_IA00_SHO,131,542,583,900,2,2,3
00003,LWA_IA00_SHO,131,480,509,800,1,2,3
00003,LWA_IA00_SHO,131,542,578,1125,1,2,2
00003,LWA_IA00_SHO,131,540,585,1125,2,2,3
00003,LWA_IA00_SHO,131,608,642,1475,2,2,3
00003,LWA_IA00_SHO,131,520,552,950,2,2,2
00003,LWA_IA00_SHO,131,564,602,1250,2,2,3
00003,LWA_IA00_SHO,131,503,538,600,1,2,4
00004,LWA_IA00_SHO,131,590,631,1350,2,2,3
00004,LWA_IA00_SHO,131,533,568,1000,1,2,3
00004,LWA_IA00_SHO,131,515,545,850,1,2,3
00004,LWA_IA00_SHO,131,520,550,900,1,2,4
00004,LWA_IA00_SHO,131,616,652,1500,2,2,4
00005,LWA_IA00_SHO,131,511,543,875,2,2,3
00005,LWA_IA00_SHO,131,552,591,1100,1,2,4
00005,LWA_IA00_SHO,131,445,470,600,1,2,2
00005,LWA_IA00_SHO,131,525,555,1000,1,2,3
00005,LWA_IA00_SHO,131,571,609,1250,2,2,4
00005,LWA_IA00_SHO,131,468,504,700,1,2,3
00005,LWA_IA00_SHO,131,612,650,1625,2,2,5
00005,LWA_IA00_SHO,131,575,610,,2,2,4
00005,LWA_IA00_SHO,131,577,612,1375,2,2,4
00005,LWA_IA00_SHO,131,500,535,750,1,2,3
00005,LWA_IA00_SHO,131,520,550,900,2,2,3
00006,LWA_IA00_SHO,131,450,483,725,1,2,2
00006,LWA_IA00_SHO,131,488,523,800,1,2,3
00006,LWA_IA00_SHO,131,420,450,525,1,2,1
00006,LWA_IA00_SHO,131,390,416,425,2,2,1
00006,LWA_IA00_SHO,131,540,575,1200,2,2,4
00006,LWA_IA00_SHO,131,540,576,1000,2,2,3
00006,LWA_IA00_SHO,131,422,447,550,1,2,1
00006,LWA_IA00_SHO,131,490,518,825,1,2,3
00006,LWA_IA00_SHO,131,480,513,775,1,2,3
00006,LWA_IA00_SHO,131,485,515,820,1,2,4
00006,LWA_IA00_SHO,131,563,595,1075,2,2,4
00006,LWA_IA00_SHO,131,555,586,1050,2,2,3
00007,LWA_IA00_SHO,131,517,549,850,2,2,2
00007,LWA_IA00_SHO,131,610,648,1500,2,2,3
00008,LWA_IA00_SHO,131,451,480,680,1,2,2
00008,LWA_IA00_SHO,131,557,588,1200,1,2,4
00008,LWA_IA00_SHO,131,590,628,1400,2,2,3
00009,LWA_IA00_SHO,131,610,644,1450,2,2,4
00009,LWA_IA00_SHO,131,500,530,850,1,2,3
00010,LWA_IA00_SHO,131,620,650,1750,2,2,5
00010,LWA_IA00_SHO,131,665,703,2000,2,2,6
00011,LWA_IA00_SHO,131,540,568,1150,2,2,3
00011,LWA_IA00_SHO,131,689,733,2300,2,2,7
00011,LWA_IA00_SHO,131,509,541,950,1,2,2
00011,LWA_IA00_SHO,131,536,571,1100,1,2,4
00011,LWA_IA00_SHO,131,695,728,2150,2,2,5
00013,LWA_IA00_SHO,131,740,783,3050,2,2,8
00014,LWA_IA00_SHO,131,530,564,1000,1,2,5
00014,LWA_IA00_SHO,131,579,612,1350,2,2,3
00014,LWA_IA00_SHO,131,682,725,2400,2,2,6
00014,LWA_IA00_SHO,131,528,559,950,1,2,3
00015,LWA_IA00_SHO,131,620,652,1750,2,2,3
00015,LWA_IA00_SHO,131,710,758,2650,2,2,5
00015,LWA_IA00_SHO,131,615,651,1100,2,1,5
00015,LWA_IA00_SHO,131,617,650,1600,1,2,4
00015,LWA_IA00_SHO,131,678,715,2050,2,2,5
00016,LWA_IA00_SHO,131,439,469,600,2,2,1
00016,LWA_IA00_SHO,131,805,843,4000,2,2,7
00019,LWA_IA00_SHO,131,500,530,950,1,2,2
00019,LWA_IA00_SHO,131,643,684,1750,2,1,4
00019,LWA_IA00_SHO,131,644,677,2100,2,2,6
00019,LWA_IA00_SHO,131,551,585,1250,1,2,4
00020,LWA_IA00_SHO,131,610,650,1675,2,2,4
00020,LWA_IA00_SHO,131,670,705,2425,2,2,4
00020,LWA_IA00_SHO,131,648,690,1750,2,2,4
00020,LWA_IA00_SHO,131,510,542,880,2,2,2
00020,LWA_IA00_SHO,131,687,720,2250,2,2,8
00021,LWA_IA00_SHO,131,631,672,1975,2,2,4
00021,LWA_IA00_SHO,131,544,580,1300,1,2,4
00021,LWA_IA00_SHO,131,620,657,2000,2,2,4
00024,LWA_IA00_SHO,131,724,762,2700,2,2,6
00027,LWA_IA00_SHO,131,714,755,3000,2,2,7
00028,LWA_IA00_SHO,131,622,660,1750,2,2,4
00029,LWA_IA00_SHO,131,676,720,2700,2,2,7
00029,LWA_IA00_SHO,131,605,644,2000,2,2,3
00029,LWA_IA00_SHO,131,700,735,2800,2,2,5
00029,LWA_IA00_SHO,131,588,620,1800,2,2,3
00030,LWA_IA00_SHO,131,660,696,2300,2,2,5
00030,LWA_IA00_SHO,131,662,695,2500,2,2,6
00030,LWA_IA00_SHO,131,858,880,6000,2,2,11
00031,LWA_IA00_SHO,131,565,585,1500,1,2,3
00031,LWA_IA00_SHO,131,485,510,1000,1,2,2
00031,LWA_IA00_SHO,131,665,697,2600,1,2,7
00031,LWA_IA00_SHO,131,640,681,2000,1,2,5
00031,LWA_IA00_SHO,131,590,630,1900,1,2,4
00031,LWA_IA00_SHO,131,728,760,3200,2,2,7
00032,LWA_IA00_SHO,131,700,738,3000,2,2,6
00032,LWA_IA00_SHO,131,506,540,1000,1,2,2
00032,LWA_IA00_SHO,131,684,722,2700,2,2,3
00032,LWA_IA00_SHO,131,730,770,3000,2,2,6
00034,LWA_IA00_SHO,131,687,724,2600,2,,4
00034,LWA_IA00_SHO,131,696,735,3000,2,,5
00034,LWA_IA00_SHO,131,762,795,4100,2,,6
00035,LWA_IA00_SHO,131,696,741,3400,2,,7
00035,LWA_IA00_SHO,131,623,665,2300,1,,5
00035,LWA_IA00_SHO,131,545,578,1500,2,,2
00035,LWA_IA00_SHO,131,659,687,2400,2,,5
00035,LWA_IA00_SHO,131,641,678,2400,2,,4
00037,LWA_IA00_SHO,131,385,414,460,1,2,2
00037,LWA_IA00_SHO,131,715,761,2600,2,2,4
00038,LWA_IA00_SHO,131,607,648,2000,2,,3
00038,LWA_IA00_SHO,131,635,674,2100,2,,5
00038,LWA_IA00_SHO,131,670,704,2800,2,,5
00040,LWA_IA00_SHO,131,630,670,2200,2,,4
00040,LWA_IA00_SHO,131,685,725,2700,2,2,4
00040,LWA_IA00_SHO,131,867,890,5350,2,2,8
00040,LWA_IA00_SHO,131,895,930,5600,2,,12
00040,LWA_IA00_SHO,131,740,786,3300,2,2,4
00043,LWA_IA00_SHO,131,740,775,3350,2,2,6
00043,LWA_IA00_SHO,131,749,790,3450,2,2,6
00044,LWA_IA00_SHO,131,540,575,1120,1,2,3
00044,LWA_IA00_SHO,131,474,504,740,2,2,2
00044,LWA_IA00_SHO,131,664,704,2225,2,1,6
00045,LWA_IA00_SHO,131,482,515,900,2,2,2
00045,LWA_IA00_SHO,131,615,645,1800,1,2,6
00045,LWA_IA00_SHO,131,520,556,1200,1,2,3
00045,LWA_IA00_SHO,131,535,564,1400,1,2,3
00045,LWA_IA00_SHO,131,470,505,500,1,2,2
00045,LWA_IA00_SHO,131,558,599,1500,2,2,2
00045,LWA_IA00_SHO,131,580,613,1750,2,2,4
00045,LWA_IA00_SHO,131,560,598,1300,1,2,4
00045,LWA_IA00_SHO,131,482,508,600,2,2,2
00046,LWA_IA00_SHO,131,765,810,3750,2,2,7
00046,LWA_IA00_SHO,131,735,774,3350,2,2,9
00046,LWA_IA00_SHO,131,653,689,2000,2,2,5
00046,LWA_IA00_SHO,131,887,934,5350,2,2,8
00046,LWA_IA00_SHO,131,767,815,,2,2,6
00047,LWA_IA00_SHO,131,606,637,1450,2,2,4
00048,LWA_IA00_SHO,131,477,504,700,1,2,3
00048,LWA_IA00_SHO,131,372,395,320,2,2,1
00048,LWA_IA00_SHO,131,570,610,1280,1,2,5
00048,LWA_IA00_SHO,131,382,406,390,1,2,1
00048,LWA_IA00_SHO,131,469,500,790,1,2,2
00048,LWA_IA00_SHO,131,390,417,450,2,1,2
00048,LWA_IA00_SHO,131,470,509,700,1,2,3
00048,LWA_IA00_SHO,131,528,565,1150,1,2,3
00048,LWA_IA00_SHO,131,482,516,740,1,2,2
00048,LWA_IA00_SHO,131,586,620,1325,1,2,5
00048,LWA_IA00_SHO,131,950,991,5500,2,2,10
00050,LWA_IA00_SHO,131,746,789,3700,2,2,7
00051,LWA_IA00_SHO,131,739,778,3800,2,2,8
00051,LWA_IA00_SHO,131,758,785,3400,2,2,8
00053,LWA_IA00_SHO,131,849,860,5400,2,2,9
00053,LWA_IA00_SHO,131,994,1003,9500,2,2,12
00054,LWA_IA00_SHO,131,716,754,3000,2,2,4
00056,LWA_IA00_SHO,131,547,578,1300,1,2,4
00056,LWA_IA00_SHO,131,720,759,2700,2,2,4
00056,LWA_IA00_SHO,131,961,1000,9200,2,2,8
00056,LWA_IA00_SHO,131,594,625,1700,2,2,3
00056,LWA_IA00_SHO,131,700,745,3100,2,2,5
00056,LWA_IA00_SHO,131,628,663,2100,2,2,3
00060,LWA_IA00_SHO,131,893,928,5800,2,2,10
00061,LWA_IA00_SHO,131,815,860,4000,2,2,7
00061,LWA_IA00_SHO,131,649,686,2025,2,2,6
00061,LWA_IA00_SHO,131,808,848,4700,2,2,9
00062,LWA_IA00_SHO,131,729,765,3200,,,7
00063,LWA_IA00_SHO,131,627,665,1700,2,2,4
00063,LWA_IA00_SHO,131,622,650,1625,1,2,4
00063,LWA_IA00_SHO,131,682,725,2900,2,2,4
00063,LWA_IA00_SHO,131,621,665,1900,1,2,5
00063,LWA_IA00_SHO,131,590,629,1750,1,2,3
00063,LWA_IA00_SHO,131,715,759,3506,2,2,4
00063,LWA_IA00_SHO,131,760,800,3600,2,2,8
00063,LWA_IA00_SHO,131,808,851,3500,2,2,7
00064,LWA_IA00_SHO,131,612,645,1600,2,2,5
00064,LWA_IA00_SHO,131,530,562,,2,2,2
00064,LWA_IA00_SHO,131,592,631,1500,2,2,4
00064,LWA_IA00_SHO,131,552,585,1300,2,2,2
00064,LWA_IA00_SHO,131,520,553,1000,2,2,2
00064,LWA_IA00_SHO,131,562,597,1300,2,2,4
00064,LWA_IA00_SHO,131,465,497,720,1,2,2
00064,LWA_IA00_SHO,131,468,498,800,1,1,2
00064,LWA_IA00_SHO,131,499,558,940,2,2,2
00065,LWA_IA00_SHO,131,663,699,2700,2,2,5
00065,LWA_IA00_SHO,131,732,779,2850,2,2,7
00067,LWA_IA00_SHO,131,777,820,4000,2,2,6
00067,LWA_IA00_SHO,131,624,660,1950,2,2,3
00001,27D_IA00_SIN,131,670,708,2078.82,2,2,4
00001,27D_IA00_SIN,131,596,634,1628.01,1,2,3
00001,27D_IA00_SIN,131,631,666,1939.29,2,2,4
00001,27D_IA00_SIN,131,618,652,1734.12,1,1,5
00001,27D_IA00_SIN,131,558,595,1312.54,1,2,4
00001,27D_IA00_SIN,131,534,568,1109.77,1,2,3
00001,27D_IA00_SIN,131,549,576,1264.57,1,2,3
00002,27D_IA00_SIN,131,617,648,1692.43,1,2,5
00002,27D_IA00_SIN,131,630,665,1983.05,2,2,6
00002,27D_IA00_SIN,131,852,892,5850,2,2,9
00002,27D_IA00_SIN,131,616,658,2047.55,1,2,5
00002,27D_IA00_SIN,131,650,686,2027.55,2,2,5
00002,27D_IA00_SIN,131,570,605,1292.21,2,2,5
00002,27D_IA00_SIN,131,734,774,3256.32,2,2,6
00002,27D_IA00_SIN,131,688,726,2451.59,1,2,5
00002,27D_IA00_SIN,131,608,639,1931.46,1,2,4
00002,27D_IA00_SIN,131,570,602,1555.57,1,2,4
00002,27D_IA00_SIN,131,526,565,1140.35,1,2,3
00003,27D_IA00_SIN,131,566,601,1465.98,1,2,3
00003,27D_IA00_SIN,131,636,672,1988.84,1,2,6
00003,27D_IA00_SIN,131,571,604,1557.43,1,2,5
00003,27D_IA00_SIN,131,530,567,1178.98,1,2,3
00003,27D_IA00_SIN,131,587,622,1474.99,1,2,3
00003,27D_IA00_SIN,131,522,556,1092.29,1,2,3
00003,27D_IA00_SIN,131,430,458,562.52,1,2,1
00003,27D_IA00_SIN,131,498,526,866.33,2,2,3
00003,27D_IA00_SIN,131,538,572,1062.56,1,2,3
00005,27D_IA00_SIN,131,695,741,2522.01,2,2,5
00005,27D_IA00_SIN,131,573,604,1406.19,1,1,3
00005,27D_IA00_SIN,131,602,636,1845.40,2,2,3
00005,27D_IA00_SIN,131,514,546,936.77,1,2,3
00005,27D_IA00_SIN,131,649,687,2122.01,1,2,5
00005,27D_IA00_SIN,131,539,567,1241.90,1,2,4
00005,27D_IA00_SIN,131,516,551,1061.40,1,2,2
00005,27D_IA00_SIN,131,606,665,1906.73,1,2,6
00005,27D_IA00_SIN,131,587,620,1567.86,1,2,4
00005,27D_IA00_SIN,131,536,571,1164.76,1,2,3
00005,27D_IA00_SIN,131,505,536,1039.29,1,2,2
00005,27D_IA00_SIN,131,561,595,1317.73,1,2,3
00005,27D_IA00_SIN,131,565,596,1495.63,1,2,4
00007,27D_IA00_SIN,131,630,664,1938.64,2,2,6
00007,27D_IA00_SIN,131,620,656,1730.59,2,2,4
00007,27D_IA00_SIN,131,704,745,2652.45,2,2,7
00007,27D_IA00_SIN,131,609,646,1823.74,1,2,4
00007,27D_IA00_SIN,131,621,652,1720.84,1,2,6
00007,27D_IA00_SIN,131,519,543,906.37,1,2,3
00007,27D_IA00_SIN,131,238,252,94.21,1,1,0
00008,27D_IA00_SIN,131,646,683,2331.62,2,2,4
00008,27D_IA00_SIN,131,715,755,2969.49,2,2,7
00008,27D_IA00_SIN,131,509,545,945.99,2,2,2
00008,27D_IA00_SIN,131,616,648,1939.98,1,2,6
00008,27D_IA00_SIN,131,647,686,2104.87,1,2,6
00008,27D_IA00_SIN,131,572,609,1367.16,1,2,4
00008,27D_IA00_SIN,131,566,605,1461.32,1,2,4
00009,27D_IA00_SIN,131,553,588,1176.24,1,2,4
00009,27D_IA00_SIN,131,555,580,1374.23,1,2,4
00009,27D_IA00_SIN,131,483,516,894.00,1,2,3
00009,27D_IA00_SIN,131,545,576,1272.92,2,2,3
00009,27D_IA00_SIN,131,480,512,801.77,1,2,3
00010,27D_IA00_SIN,131,654,689,2447.98,1,2,6
00010,27D_IA00_SIN,131,621,660,2012.99,1,2,5
00010,27D_IA00_SIN,131,505,537,1082.76,1,2,4
00010,27D_IA00_SIN,131,560,596,1216.17,2,2,4
00010,27D_IA00_SIN,131,656,697,2219.48,1,2,6
00010,27D_IA00_SIN,131,485,519,841.93,1,2,2
00010,27D_IA00_SIN,131,686,726,2909.62,2,2,10
00011,27D_IA00_SIN,131,573,608,1844.01,1,2,5
00011,27D_IA00_SIN,131,526,560,1165.92,1,2,3
00011,27D_IA00_SIN,131,664,705,2461.77,2,2,5
00011,27D_IA00_SIN,131,617,654,2011.33,2,2,3
00011,27D_IA00_SIN,131,546,581,1156.67,1,2,5
00012,27D_IA00_SIN,131,632,665,1990.92,1,2,5
00012,27D_IA00_SIN,131,672,710,2392.27,2,2,5
00012,27D_IA00_SIN,131,544,578,1258.86,1,2,4
00012,27D_IA00_SIN,131,525,558,951.42,1,2,3
00012,27D_IA00_SIN,131,615,651,1904.73,2,2,5
00012,27D_IA00_SIN,131,560,601,1489.93,2,2,3
00012,27D_IA00_SIN,131,504,537,960.14,1,2,3
00012,27D_IA00_SIN,131,488,524,858.35,1,2,2
00012,27D_IA00_SIN,131,628,662,1977.19,1,2,5
00012,27D_IA00_SIN,131,640,677,2080.77,2,2,4
00012,27D_IA00_SIN,131,550,582,1307.04,1,2,3
00012,27D_IA00_SIN,131,603,639,1853.24,1,2,4
00012,27D_IA00_SIN,131,503,538,968.89,1,2,2
00013,27D_IA00_SIN,131,817,863,4045.11,2,2,7
00013,27D_IA00_SIN,131,630,669,2041.89,1,2,4
00013,27D_IA00_SIN,131,512,546,1007.75,2,2,3
00013,27D_IA00_SIN,131,574,610,1454.18,1,2,4
00013,27D_IA00_SIN,131,725,766,3180.74,2,2,7
00013,27D_IA00_SIN,131,945,1002,6700,2,2,10
00014,27D_IA00_SIN,131,727,766,2868.48,2,2,7
